0,5.978125,264.0,434.8,720.0,0.0005,0.06953846153846155,0.1397627213482715,0.24782051282051287
1,6.1375,304.0,441.0,616.0,0.0,0.07711538461538461,0.13664553383079966,0.2108974358974359
2,6.103125,232.0,436.0,760.0,0.0,0.07025641025641026,0.14121801715920554,0.2260633484162896
3,6.4375,224.0,459.4,744.0,5.8823529411764714e-05,0.07038461538461538,0.13693964764644417,0.2639819004524887
4,6.5625,232.0,465.0,752.0,0.0,0.057846153846153846,0.1428615049934784,0.2362820512820513
5,6.19375,264.0,442.8,640.0,0.0,0.056538461538461544,0.14020247810252512,0.22400000000000003
6,6.23125,256.0,446.0,776.0,0.0,0.06974358974358975,0.14075973584296547,0.22009615384615383
7,6.26875,232.0,452.0,680.0,0.0,0.03934065934065934,0.14132866840612882,0.22171945701357465
8,6.259375,264.0,450.8,744.0,0.0002307692307692308,0.07626373626373627,0.14469501331604812,0.27734265734265734
9,6.565625,264.0,468.6,776.0,0.0,0.07282051282051283,0.15100658155318789,0.30069930069930073
10,6.315625,264.0,459.6,840.0,0.00011111111111111112,0.040512820512820506,0.1374090501201964,0.23452991452991456
11,6.690625,304.0,478.0,816.0,0.0,0.06461538461538462,0.15348456862874085,0.22575250836120403
12,6.315625,216.0,455.6,736.0,0.0,0.0367032967032967,0.14216689529708998,0.22913461538461538
13,6.340625,224.0,456.2,656.0,0.0,0.07292307692307692,0.1411101826654994,0.21420118343195269
14,6.690625,240.0,478.6,704.0,0.00013043478260869564,0.08128205128205128,0.14475797082371616,0.25123076923076926
15,5.978125,296.0,434.2,688.0,0.0,0.04912087912087913,0.13435039090183323,0.21451923076923074
16,6.25,256.0,451.8,696.0,0.0,0.07247863247863248,0.13794553346979815,0.2114871794871795
17,6.609375,224.0,476.4,704.0,0.00023529411764705886,0.07692307692307693,0.14725114871862482,0.23314685314685313
18,7.14375,272.0,509.2,704.0,0.0,0.06681318681318682,0.15569146355450536,0.22582417582417583
19,6.76875,312.0,484.0,864.0,0.0,0.07987179487179487,0.14919745646185426,0.23069230769230767
20,6.325,240.0,454.8,816.0,0.0,0.05435897435897436,0.14372102625253078,0.2457396449704142
21,5.95625,224.0,434.0,712.0,0.0,0.06673076923076923,0.13827106988771462,0.25538461538461543
22,6.296875,248.0,449.8,768.0,0.0,0.05666666666666667,0.14145928727245738,0.22440559440559438
23,6.021875,240.0,435.6,896.0,0.0,0.05384615384615385,0.13944592026010422,0.27904761904761904
24,6.584375,232.0,476.0,784.0,0.00029385964912280704,0.064,0.1480527098071171,0.23828054298642537
25,6.228125,248.0,453.6,704.0,0.00028333333333333335,0.054725274725274727,0.1451654426034591,0.22410256410256407
26,6.54375,216.0,469.0,720.0,0.0001923076923076923,0.05123076923076923,0.14045537562638497,0.22663461538461538
27,6.25625,296.0,454.6,704.0,5.263157894736842e-05,0.052307692307692305,0.1368050403071301,0.2785425101214575
28,6.296875,232.0,454.6,880.0,0.0,0.05641025641025641,0.1351047172898981,0.22335664335664332
29,6.234375,224.0,450.8,720.0,0.0,0.06461538461538462,0.14216112661847954,0.2213186813186813
30,6.478125,240.0,462.0,864.0,0.00037037037037037035,0.06945054945054946,0.1415306338712358,0.20259615384615387
31,6.053125,248.0,438.8,760.0,0.0,0.07350427350427352,0.1329765746477002,0.24648351648351646
32,6.34375,224.0,463.0,760.0,0.0,0.06153846153846154,0.14545248042731967,0.25881656804733727
33,5.95,208.0,436.6,640.0,0.0,0.06901098901098901,0.13652422107192114,0.22812307692307696
34,6.284375,248.0,453.2,760.0,0.0,0.07986013986013986,0.141812578468076,0.26889632107023415
35,5.971875,248.0,432.8,664.0,0.0,0.05758241758241759,0.1366764652454132,0.20832167832167833
36,6.38125,224.0,458.8,768.0,0.0,0.0601923076923077,0.14151520015964825,0.23484615384615384
37,6.175,280.0,448.6,648.0,0.0,0.07523076923076924,0.13906885718026912,0.2164423076923077
38,6.115625,248.0,447.6,784.0,0.0,0.06557692307692309,0.1402293441589899,0.2576
39,6.675,296.0,478.0,696.0,0.00035000000000000005,0.07288461538461538,0.1518857697026651,0.2525443786982248
40,6.2375,240.0,451.8,720.0,0.0,0.059487179487179485,0.14308785832535453,0.2720401337792643
41,6.596875,224.0,474.8,688.0,0.00014285714285714287,0.07076923076923076,0.14575679764075067,0.20836538461538462
42,6.384375,240.0,462.2,736.0,0.00023529411764705886,0.0713846153846154,0.1488043555507431,0.2916923076923077
43,6.4125,232.0,464.0,816.0,0.0002307692307692308,0.05907692307692307,0.15002283677761472,0.2623076923076923
44,6.546875,240.0,471.8,768.0,0.0,0.04034188034188034,0.14973318596119597,0.2698076923076923
45,5.978125,264.0,434.2,728.0,0.0,0.044000000000000004,0.12906959613727148,0.22811965811965815
46,6.39375,288.0,467.0,904.0,0.00013333333333333334,0.08015384615384616,0.140325645860906,0.273974358974359
47,6.190625,216.0,445.4,808.0,0.0,0.06,0.13710819628940166,0.23176470588235293
48,5.996875,256.0,436.0,672.0,0.0,0.07461538461538461,0.12533547933338657,0.20803418803418808
49,6.2875,272.0,457.0,712.0,0.0,0.08679487179487182,0.14381176851977637,0.21423076923076928
